Player Id,Year,Receiving TDs,Receiving Yards,Receptions,Fumbles,Team
79593,2013,0,0,0,0,TEN
81306,2016,0,117,8,0,BUF
81306,2015,1,59,2,0,CIN
81306,2014,1,193,17,0,CIN
81306,2013,0,6,1,0,CIN
1966,2014,1,350,33,0,ARI
1966,2013,1,344,32,0,MIN
2543689,2015,0,0,0,0,CAR
2543689,2014,0,102,9,0,SEA
2555230,2016,0,46,9,0,MIA
497226,2015,0,61,6,0,CLE
497226,2014,1,242,17,0,CLE
497226,2013,2,215,26,1,ARI
2543836,2016,0,93,5,0,DET
2543836,2015,1,132,10,0,DET
2534789,2013,0,121,14,0,LA
2543794,2016,1,71,8,0,BAL
2543794,2015,4,412,33,0,BAL
2543794,2014,1,121,10,0,BAL
2553499,2016,0,16,1,0,CAR
2552487,2016,5,1153,83,2,LV
2552487,2015,6,1070,72,1,LV
784,2013,0,4,1,0,TEN
2556118,2016,0,62,10,0,DET
497236,2016,6,923,65,2,SEA
497236,2015,2,605,48,0,SEA
497236,2014,10,889,85,2,NO
497236,2013,16,1215,86,0,NO
2530690,2016,1,115,8,1,SF
2530690,2015,0,97,9,0,SF
2530690,2014,0,11,1,0,GB
497260,2015,0,4,1,0,PHI
497260,2014,0,45,4,0,SD
497260,2013,1,64,3,0,SD
2552657,2015,0,18,2,0,SF
2543565,2016,0,0,0,0,SD
2543565,2015,0,7,1,0,NYG
2543565,2014,0,130,18,0,NYG
2555215,2016,1,29,3,0,MIA
324,2016,3,210,22,0,ATL
324,2015,1,657,59,0,ATL
324,2014,2,109,14,1,DEN
324,2013,1,184,20,0,DEN
2553796,2016,0,31,1,0,WAS
238498,2016,3,1106,98,1,NE
238498,2015,7,692,61,1,NE
238498,2014,4,972,92,2,NE
238498,2013,6,1056,105,0,NE
2495227,2013,1,102,11,0,NYG
2552458,2016,4,371,23,0,CAR
2552458,2015,5,473,31,1,CAR
2552415,2016,7,847,67,2,WAS
2552415,2015,2,604,59,2,WAS
2539303,2016,0,0,0,0,MIN
2539303,2015,1,95,6,0,MIN
2539303,2013,0,8,1,0,MIN
2508014,2014,0,0,0,0,NE
2508014,2013,0,0,0,0,CHI
2555218,2016,0,27,4,0,CLE
2555348,2016,1,99,15,0,HOU
2552374,2016,1,57,5,0,DET
2552374,2015,1,183,25,0,DET
2495450,2016,4,964,66,0,CIN
2495450,2015,10,1297,86,1,CIN
2495450,2014,6,1041,69,2,CIN
2495450,2013,11,1426,98,1,CIN
2495867,2015,1,208,19,0,MIA
2495867,2014,6,742,59,1,MIN
2495867,2013,4,804,68,0,MIN
71269,2016,8,1003,89,2,LV
71269,2015,9,922,85,1,LV
71269,2014,4,698,68,0,SF
71269,2013,1,284,19,0,SF
2540175,2016,2,616,75,1,PIT
2540175,2015,0,136,24,0,PIT
2540175,2014,3,854,83,0,PIT
2540175,2013,0,399,45,0,PIT
2552396,2016,1,161,19,0,JAX
2552631,2016,0,15,3,0,BAL
2552631,2015,2,353,45,0,BAL
2543498,2016,8,1173,78,1,NO
2543498,2015,9,1138,84,1,NO
2543498,2014,3,550,53,0,NO
497278,2016,8,796,50,1,DAL
497278,2015,3,401,31,0,DAL
497278,2014,16,1320,88,0,DAL
497278,2013,13,1233,93,3,DAL
2540158,2016,4,816,78,0,PHI
2540158,2015,2,853,75,1,PHI
2540158,2014,3,702,58,1,PHI
2540158,2013,4,469,36,0,PHI
2555341,2016,8,478,36,1,SD
2550512,2016,3,249,23,1,MIA
2550512,2015,1,142,21,0,MIA
2550512,2014,1,187,21,0,MIA
2534742,2014,0,24,2,0,TEN
2534742,2013,1,13,3,0,TEN
2508077,2013,0,51,1,0,ARI
2543628,2016,0,0,1,0,ARI
2543628,2015,2,33,4,0,ARI
2543628,2014,0,38,3,0,ARI
2507164,2016,0,8,3,0,MIN
2507164,2015,0,222,30,1,MIN
2507164,2014,0,18,2,0,MIN
2507164,2013,1,171,29,2,MIN
2530658,2014,0,3,1,0,DET
2495138,2013,0,22,1,0,LV
2532960,2014,1,215,17,1,NO
2532960,2013,0,68,4,0,NO
2556478,2016,0,41,4,0,CHI
2543695,2016,0,6,1,0,HOU
2543695,2015,0,0,0,0,HOU
2543695,2014,0,24,1,0,HOU
2543743,2016,3,163,27,1,SF
2543743,2015,0,53,11,0,SF
2543743,2014,0,68,12,0,SF
2555209,2016,0,46,7,0,BAL
2541135,2015,0,20,1,0,LA
2533012,2013,0,-5,1,0,IND
2550406,2016,1,1,1,0,ATL
2552375,2016,0,11,1,0,CAR
2552375,2015,0,58,5,0,CAR
2533460,2016,1,179,26,0,IND
2533460,2015,0,15,5,0,DAL
2533460,2015,0,8,2,0,CLE
2533460,2014,2,186,16,0,SEA
2533460,2013,0,60,8,0,SEA
497328,2016,5,1083,90,2,DEN
497328,2015,6,1304,105,2,DEN
497328,2014,11,1619,111,0,DEN
497328,2013,14,1430,92,1,DEN
2536071,2015,0,130,13,0,SEA
2536071,2014,2,185,12,0,SEA
1060,2016,2,612,55,0,CLE
1060,2015,9,1043,79,0,CLE
1060,2014,0,156,13,0,CLE
1060,2013,2,127,13,0,CLE
2495331,2016,2,323,20,0,ATL
2495331,2014,0,6,1,0,WAS
2495331,2013,2,365,18,0,WAS
2535724,2016,1,61,7,0,MIA
2535724,2013,0,34,2,0,IND
2552397,2016,3,359,33,0,LV
2552397,2015,3,329,28,0,LV
2504775,2014,0,1,1,0,NO
2552453,2016,3,421,31,0,ATL
2552453,2015,0,14,2,0,ATL
2550481,2016,0,12,2,0,NYG
2550481,2015,0,31,3,0,NYG
2550481,2014,0,17,2,0,NYG
2550481,2014,0,31,3,0,MIA
2540215,2016,4,391,24,0,SF
2540215,2015,3,326,30,2,SF
2540215,2014,0,30,2,1,SF
2540215,2013,0,119,8,0,SF
2550256,2016,4,895,72,2,NO
2550256,2015,3,984,69,2,NO
2553896,2015,0,117,14,1,CLE
2550284,2016,1,327,37,0,PHI
2550284,2015,0,54,3,0,PHI
2532865,2016,6,1448,91,0,IND
2532865,2015,5,1124,69,1,IND
2532865,2014,7,1345,82,3,IND
2532865,2013,5,1083,82,0,IND
497240,2016,3,540,25,0,NE
497240,2015,11,1176,72,0,NE
497240,2014,12,1124,82,0,NE
497240,2013,4,592,39,0,NE
2532887,2016,1,510,41,0,SEA
2532887,2015,5,685,49,1,SEA
2532887,2014,1,537,38,0,SEA
2532887,2013,4,346,22,0,SEA
2506874,2016,0,90,7,0,BUF
2506874,2015,0,19,4,0,SF
2506874,2014,0,253,40,0,DET
2506874,2013,3,506,54,0,DET
2532923,2015,0,80,6,0,NYJ
2532923,2014,0,58,4,0,NYJ
2532923,2014,1,20,2,0,TB
2532923,2013,0,114,13,0,TB
2552425,2016,0,32,5,0,JAX
2552425,2015,2,93,19,0,JAX
497322,2016,5,1032,79,1,DEN
497322,2015,6,1135,76,1,DEN
497322,2014,9,1404,101,1,DEN
497322,2013,6,740,67,1,PIT
2543481,2016,0,59,3,0,TEN
2543481,2014,2,345,38,1,NYJ
2504595,2016,5,799,70,0,BAL
2504595,2015,3,670,46,0,BAL
2504595,2014,6,1065,79,2,BAL
2504595,2013,4,745,64,0,CAR
2550448,2014,0,18,3,0,LA
2556075,2016,0,137,13,0,TEN
2535708,2016,0,122,16,1,DAL
2535708,2015,0,215,21,0,DAL
2535708,2014,0,217,18,0,DAL
2535708,2013,0,59,7,1,DAL
2555343,2016,0,66,2,0,WAS
2550546,2016,1,276,27,1,CAR
2550546,2015,4,447,31,0,CAR
2550546,2014,2,296,21,0,CAR
2553733,2016,0,96,13,0,SEA
2553733,2015,1,76,9,0,SEA
89798,2016,0,77,6,0,TB
89798,2014,3,222,13,0,ATL
89798,2013,0,10,2,0,ATL
2495212,2014,1,118,12,0,LA
2495212,2013,4,399,38,0,LA
2539291,2016,1,51,4,0,PIT
2539291,2015,5,749,44,0,PIT
2539291,2014,2,644,53,0,PIT
2539291,2013,0,64,6,0,PIT
2555460,2016,0,162,15,0,NYG
2508101,2016,0,18,3,0,NE
2508101,2014,0,43,6,1,NE
2508101,2013,0,62,4,0,NE
2532841,2016,1,42,4,0,NE
2532841,2016,4,446,33,0,ARI
2532841,2015,6,849,52,0,ARI
2532841,2014,6,841,47,3,ARI
2532841,2013,5,1041,65,0,ARI
2533347,2013,0,29,2,0,ATL
2495341,2016,0,152,11,0,TB
2495341,2015,2,484,42,1,HOU
2495341,2014,1,557,53,1,JAX
2495341,2013,3,777,66,0,JAX
2495467,2016,0,43,4,0,LV
2495467,2015,1,106,7,0,LV
2495467,2013,0,55,2,0,LV
2553435,2016,4,879,80,0,ARI
2553435,2015,4,457,36,1,ARI
2543770,2016,1,190,24,0,TB
2543770,2015,4,561,51,1,TB
2543770,2014,0,190,19,0,TB
2533034,2016,1,188,31,0,HOU
2533034,2015,2,397,47,0,MIA
2533034,2014,1,275,38,1,MIA
2533034,2013,0,170,26,0,MIA
1037885,2015,0,300,22,0,CHI
2556615,2016,0,6,1,0,LA
497149,2016,0,38,7,0,NE
497149,2015,1,43,6,0,NE
497149,2014,0,18,4,0,NE
497149,2014,0,36,6,0,PIT
497149,2013,0,38,2,0,NE
2495300,2014,0,9,1,0,TEN
2552383,2015,0,2,1,0,BAL
2550405,2016,1,297,15,0,IND
2552475,2016,0,327,43,0,LA
2552475,2015,0,188,21,0,LA
2533039,2016,2,821,52,0,CHI
2533039,2015,4,807,54,1,CHI
2533039,2014,10,1133,85,0,CHI
2533039,2013,7,1421,89,3,CHI
2543590,2016,0,76,8,0,DEN
2543590,2015,1,59,6,0,DEN
2543590,2014,0,23,2,0,DEN
79607,2016,1,356,50,0,BUF
79607,2015,2,292,32,1,BUF
79607,2014,0,155,28,1,PHI
79607,2013,2,539,52,0,PHI
2552622,2016,0,10,1,0,CAR
2532899,2016,0,134,14,0,TB
2532899,2015,1,271,33,1,TB
2532899,2014,0,64,13,0,TB
2532899,2013,0,66,12,0,TB
2540177,2016,1,160,9,0,CHI
2540177,2015,1,464,28,0,CHI
2540177,2014,1,140,17,0,CHI
2540177,2013,0,13,2,0,CHI
2506122,2015,6,825,74,1,NO
2506122,2014,2,136,20,0,NO
2506122,2013,2,226,19,0,NO
2552656,2016,6,568,34,1,ARI
2552656,2015,2,299,11,0,ARI
2508112,2015,0,27,3,0,CHI
2508112,2015,0,6,1,0,CLE
2508112,2014,0,129,9,0,ARI
2508112,2013,1,454,39,1,ARI
941,2013,0,321,58,0,BAL
2555418,2016,1,298,29,1,CHI
1030,2013,0,85,9,0,SF
2554630,2016,0,15,3,0,KC
2552466,2016,0,0,0,0,TEN
2552466,2015,1,41,1,0,TEN
2495159,2016,1,13,1,0,NYG
2495159,2015,4,396,36,0,NYG
2495159,2014,0,116,7,0,DAL
2495159,2013,2,80,9,0,DAL
71435,2016,0,32,5,0,NO
71435,2016,1,40,5,0,DEN
71435,2015,1,69,10,0,SD
71435,2014,1,1,1,0,SD
71435,2013,0,30,4,0,SD
2543774,2016,0,8,1,0,GB
2543774,2015,0,111,9,1,GB
949,2016,0,60,8,0,CAR
949,2015,1,99,16,0,CAR
949,2014,1,181,25,0,CAR
949,2013,0,44,7,0,CAR
71345,2016,1,201,35,1,NYG
71345,2015,1,296,29,1,NYG
71345,2014,0,226,30,1,NYG
71345,2013,0,292,36,0,LV
2539202,2015,0,150,12,0,BUF
2539202,2014,1,48,7,0,BUF
2539202,2013,1,53,5,0,BUF
2553762,2016,0,11,1,0,ATL
2553762,2015,0,73,9,0,ATL
2532975,2016,1,14,2,1,SEA
2532975,2014,0,17,1,0,SEA
2535966,2016,0,17,2,0,CAR
2535966,2015,0,119,9,1,CAR
2535966,2014,1,151,13,0,CAR
2552468,2015,1,268,32,1,BAL
2556885,2016,2,194,29,0,LV
2506619,2015,0,60,6,0,NYG
2506619,2014,4,188,16,1,NYG
2543551,2016,0,55,5,0,CHI
2543551,2015,1,19,3,0,CHI
2543551,2014,0,57,5,0,CHI
2533032,2014,0,229,27,0,IND
2533032,2013,1,265,28,0,IND
2533032,2013,0,51,7,0,CLE
2508061,2016,12,1284,106,0,PIT
2508061,2015,10,1834,136,1,PIT
2508061,2014,13,1698,129,1,PIT
2508061,2013,8,1499,110,0,PIT
2495700,2016,3,1073,80,0,CAR
2495700,2015,7,1104,77,1,CAR
2495700,2014,6,1008,84,1,CAR
2495700,2013,6,816,73,0,CAR
2556580,2016,0,13,1,0,DEN
1581,2016,4,1005,56,0,WAS
1581,2015,4,528,30,0,WAS
1581,2014,6,1169,56,0,WAS
1581,2013,9,1332,82,1,PHI
2540279,2016,0,59,5,0,ATL
2540279,2015,2,159,17,0,ATL
2540279,2013,0,15,3,0,WAS
2555346,2016,2,635,47,0,HOU
71247,2014,2,59,3,0,PHI
71247,2013,0,31,3,0,PHI
2531218,2016,0,4,1,0,LA
497248,2013,0,88,6,0,LV
2535696,2014,0,62,9,0,MIN
2535696,2013,0,11,1,0,MIN
2550263,2016,0,0,0,0,DEN
2550263,2015,0,51,6,0,DEN
2550263,2014,0,25,4,0,DEN
2553451,2016,0,110,12,0,JAX
2543500,2016,3,804,73,1,PHI
2543500,2015,8,997,85,2,PHI
2543500,2014,8,872,67,0,PHI
2550198,2016,2,145,11,0,DEN
2550198,2015,0,203,16,0,DEN
497242,2016,0,19,3,0,DET
497242,2015,1,149,14,0,JAX
497242,2014,1,289,26,0,JAX
497242,2013,2,292,24,2,JAX
2550223,2016,1,142,8,0,TB
2550223,2014,0,0,0,0,ATL
2506340,2016,0,3,1,0,KC
2506340,2013,0,-4,1,0,KC
2543488,2016,4,1136,94,1,MIA
2543488,2015,4,1157,110,0,MIA
2543488,2014,5,758,84,1,MIA
2552491,2016,2,392,36,0,PHI
2552491,2015,4,549,32,0,TEN
2550175,2014,0,15,3,0,CLE
2555415,2016,3,271,19,0,ATL
2530763,2016,1,52,7,0,ATL
2530763,2015,2,110,13,0,ATL
2530763,2014,1,62,9,0,ATL
2530763,2013,0,49,8,0,ATL
2495942,2013,0,82,7,0,DET
2533038,2013,1,415,29,0,JAX
2505940,2013,0,0,0,0,MIN
71217,2016,5,1002,68,2,LA
71217,2015,3,681,36,0,LA
71217,2014,3,748,48,0,LA
71217,2013,0,96,11,0,TEN
2550235,2016,0,5,2,0,PIT
2550235,2015,0,16,2,0,PIT
2552408,2016,2,85,10,0,BAL
2552408,2015,0,18,2,0,BAL
2536031,2014,1,331,31,1,HOU
2536031,2013,0,14,2,0,PHI
2495835,2016,2,83,8,0,TEN
2495835,2015,2,289,26,0,TEN
2495835,2014,4,226,25,0,KC
2495835,2013,3,200,23,0,KC
1970,2013,0,5,1,0,IND
1970,2013,0,10,4,0,BUF
2543495,2016,12,997,75,2,GB
2543495,2015,1,483,50,0,GB
2543495,2014,3,446,38,0,GB
2541316,2016,2,442,50,1,HOU
2541316,2015,2,251,20,0,HOU
2541316,2014,1,91,10,0,HOU
2541316,2013,1,244,19,0,HOU
2507737,2015,0,22,6,0,WAS
2507737,2014,2,81,11,0,WAS
2507737,2013,1,71,4,0,WAS
2555370,2016,0,3,1,0,CLE
2550313,2016,2,271,30,0,GB
2550313,2015,8,510,58,0,GB
2550313,2014,2,225,20,0,GB
2533353,2015,0,26,5,0,LA
2533353,2014,1,55,8,0,LA
2533353,2013,2,113,13,0,LA
2550738,2016,0,33,3,0,PIT
2550738,2014,0,27,3,0,BAL
2553446,2016,0,44,5,0,CLE
2553446,2015,0,15,4,0,CLE
2553660,2016,0,29,3,0,HOU
2553660,2015,0,39,6,0,HOU
238457,2016,4,486,47,0,CHI
238457,2015,5,439,34,0,CHI
2506106,2016,6,1023,107,2,ARI
2506106,2015,9,1215,109,2,ARI
2506106,2014,2,784,63,1,ARI
2506106,2013,10,954,82,1,ARI
79860,2015,0,-6,1,0,DET
2535869,2016,2,191,18,0,SF
2535869,2015,0,8,1,0,LV
2535869,2014,1,84,9,0,LV
2535869,2013,4,888,60,1,LV
2532924,2013,0,102,6,1,PIT
2505777,2013,1,47,11,0,BAL
2556737,2016,0,11,3,0,JAX
2534241,2016,0,10,2,0,WAS
2534241,2015,1,141,17,0,WAS
2534241,2014,0,105,9,1,SF
2552586,2016,0,92,10,0,CIN
2552586,2015,1,129,11,0,CIN
497238,2016,2,391,37,1,ARI
497238,2015,1,223,18,0,ARI
497238,2014,5,460,62,3,CIN
497238,2013,4,458,46,3,CIN
497284,2016,2,194,9,0,NYJ
497284,2015,12,1027,80,1,NYJ
497284,2014,5,962,74,0,NYJ
497284,2013,11,1288,87,2,DEN
2495660,2014,0,15,1,0,NO
2495660,2013,0,179,29,0,TB
80644,2013,0,19,2,0,NYJ
1990,2016,2,369,33,1,CHI
1990,2015,1,238,37,0,CHI
1990,2014,7,778,62,1,SD
1990,2013,8,631,47,0,SD
2540261,2015,0,76,4,0,DET
2540261,2014,1,212,14,1,DET
2553621,2016,0,48,3,0,DAL
2553621,2015,0,16,6,0,DAL
2555229,2016,1,162,30,0,BAL
2553606,2016,2,209,16,1,DEN
2495353,2016,4,281,30,0,JAX
2495353,2015,5,455,46,0,JAX
2495353,2014,12,489,43,1,DEN
2495353,2013,12,788,65,0,DEN
2552652,2016,0,530,44,1,KC
2552652,2015,1,199,17,0,KC
2540181,2013,0,121,9,0,NE
2537931,2014,0,303,24,0,CLE
2537931,2013,9,1646,87,0,CLE
2495187,2016,2,499,50,1,LA
2495187,2015,2,245,25,0,LA
2495187,2014,5,259,27,0,LA
2495187,2013,4,258,32,0,LA
2507029,2015,0,11,1,0,ATL
2507029,2014,2,102,10,0,ATL
2507029,2013,0,8,1,0,CHI
2532853,2016,1,304,18,0,PIT
2532853,2015,4,429,37,0,SD
2532853,2014,0,226,19,0,SD
2532853,2013,3,376,17,0,SD
4327,2016,1,35,6,0,SD
4327,2015,6,755,80,0,SD
4327,2014,0,34,5,0,SD
4327,2013,6,605,76,1,SD
2495966,2016,7,800,65,1,TEN
2495966,2015,6,1088,94,0,TEN
2495966,2014,4,890,63,2,TEN
2495966,2013,6,571,60,1,TEN
2532978,2016,1,67,11,0,MIN
2532978,2015,0,442,34,1,MIN
2532978,2014,2,588,42,0,MIN
2532978,2013,3,434,26,0,MIN
2543603,2016,0,174,21,0,CIN
2543603,2015,1,79,15,0,CIN
2543603,2014,0,215,27,1,CIN
2550658,2015,0,112,13,0,SD
2550658,2014,1,271,36,0,SD
2504833,2014,0,0,1,0,LA
2555317,2016,2,522,41,0,TEN
2552470,2016,2,435,21,0,PIT
2552470,2015,0,11,1,0,PIT
2495454,2016,6,1409,83,0,ATL
2495454,2015,8,1871,136,3,ATL
2495454,2014,6,1593,104,2,ATL
2495454,2013,2,580,41,2,ATL
2530747,2016,7,1128,94,1,SEA
2530747,2015,14,1069,78,1,SEA
2530747,2014,3,825,66,0,SEA
2530747,2013,5,778,50,0,SEA
2532876,2014,0,93,9,0,KC
2532876,2013,0,130,8,0,KC
2543509,2016,6,883,73,1,JAX
2543509,2015,14,1400,80,0,JAX
2543509,2014,2,548,48,0,JAX
2495240,2015,0,4,1,0,BUF
2495240,2013,0,6,1,0,BAL
2555259,2016,0,7,1,0,PHI
2495967,2014,2,159,22,0,TEN
2495967,2013,0,0,0,0,NE
2555227,2016,0,0,1,0,BUF
2531332,2016,4,1007,77,0,CLE
2531332,2015,0,42,1,0,CLE
2495445,2013,0,28,3,0,SF
2504211,2015,0,36,1,0,NE
2553554,2016,1,22,2,0,NE
2539197,2015,0,26,3,0,NE
2553667,2015,0,22,3,0,NYG
2495328,2016,2,388,58,1,NYJ
2495328,2015,2,388,47,1,NYJ
2495328,2014,0,92,11,0,NYJ
2495328,2013,0,272,36,0,NYJ
2649,2016,4,243,23,1,NE
2649,2015,3,648,65,0,NE
2649,2014,1,200,27,0,NE
2649,2013,2,633,54,0,NE
2552597,2016,3,499,33,0,BAL
2495573,2015,4,259,23,0,NE
2495573,2014,3,497,47,0,BUF
2495573,2013,2,655,53,1,BUF
2555466,2016,1,603,54,1,CIN
1037366,2014,1,1,1,0,PIT
1037366,2013,0,8,1,0,PIT
2543496,2016,10,1367,101,2,NYG
2543496,2015,13,1450,96,2,NYG
2543496,2014,12,1305,91,0,NYG
2555333,2016,3,413,33,0,CLE
2550189,2016,0,319,40,0,CLE
2550189,2015,1,182,19,0,CLE
2550189,2014,0,87,9,0,CLE
2540204,2016,2,447,33,1,KC
2540204,2015,0,5,6,0,KC
2532838,2016,3,631,50,2,NO
2532838,2015,3,491,54,0,IND
2532838,2014,8,774,51,0,IND
2532838,2013,4,608,52,1,IND
2556370,2016,9,1137,92,2,NO
2556708,2016,0,18,2,0,DET
2495139,2016,4,552,57,0,BUF
2495139,2015,3,528,51,1,BUF
2495139,2014,3,605,58,0,MIA
2495139,2013,6,759,69,0,MIA
2555289,2016,0,32,3,0,SEA
2507585,2014,0,81,7,0,JAX
2507585,2013,0,40,10,0,JAX
2541429,2015,0,18,2,0,SEA
2500835,2013,8,859,83,0,ATL
2543572,2015,6,765,50,1,PIT
2543572,2014,8,549,26,0,PIT
2543773,2016,5,551,60,0,NE
2543773,2015,4,410,40,0,NE
2543773,2014,0,23,5,0,NE
2540037,2016,0,226,25,0,CAR
2540037,2015,0,64,12,0,CAR
2540037,2014,1,60,5,0,CAR
2540037,2013,2,155,21,0,CLE
2534820,2016,3,350,29,2,SF
2534820,2015,3,186,19,0,SF
2534820,2014,0,53,2,0,SF
2534820,2013,0,38,2,1,SF
497172,2015,0,44,6,0,BUF
497172,2014,0,49,8,0,BUF
497172,2013,0,30,3,0,SF
81869,2013,0,10,2,0,BAL
230,2016,0,57,6,0,BUF
230,2015,0,12,1,0,BUF
230,2014,0,0,0,0,MIN
230,2013,0,37,6,0,MIN
71265,2016,1,377,30,1,GB
71265,2015,0,481,39,2,LA
71265,2014,3,634,52,0,LA
71265,2013,5,671,51,1,LA
2507428,2016,1,72,10,0,CAR
2507428,2015,3,154,18,0,CAR
2507428,2014,0,93,12,0,CAR
2507428,2013,2,184,27,0,CAR
2555477,2016,0,186,19,0,NYJ
497222,2013,0,34,2,0,DET
2533540,2013,0,57,8,0,CLE
2541785,2016,5,967,69,1,MIN
2541785,2015,0,144,12,0,MIN
2541785,2014,1,137,8,0,MIN
2543600,2016,0,40,12,0,HOU
2543600,2015,1,109,15,0,HOU
2543600,2014,1,113,15,0,HOU
2553631,2016,0,196,18,0,DET
2553631,2015,0,11,2,0,DET
2533046,2016,6,406,35,1,IND
2533046,2015,1,109,16,0,IND
2533046,2014,8,395,29,1,IND
2533046,2013,1,20,1,0,IND
81831,2015,2,523,46,1,CLE
81831,2014,2,474,39,1,MIA
81831,2013,4,1016,76,0,MIA
496760,2015,0,19,2,0,JAX
2539336,2016,3,509,58,1,LA
2539336,2015,5,473,52,1,LA
2539336,2014,0,242,31,0,LA
2539336,2013,4,418,40,1,LA
2539235,2016,0,50,2,0,NYG
2539235,2014,0,13,2,0,TB
1072,2013,3,300,25,0,GB
2541616,2013,0,12,2,0,TB
2556440,2016,0,16,2,0,SEA
2506448,2013,0,13,2,0,NYG
497190,2016,0,36,7,0,SD
497190,2015,1,260,31,1,TEN
497190,2014,1,197,26,0,TEN
497190,2013,2,511,53,0,KC
2541147,2016,0,232,20,0,MIN
2541147,2015,0,127,9,0,MIN
2541147,2014,2,475,31,1,MIN
2552627,2016,0,23,1,0,SF
2552399,2016,0,141,9,0,DEN
2555224,2016,1,363,32,0,DAL
2495663,2015,0,80,13,0,SEA
2495663,2014,4,367,37,2,SEA
2495663,2013,2,316,36,1,SEA
2495347,2016,0,29,6,0,LV
2495347,2015,1,70,12,0,LV
2495347,2014,1,42,7,0,BUF
2495347,2013,0,78,5,0,BUF
2552428,2015,1,8,2,0,TEN
2556752,2016,0,76,7,0,NO
163982,2015,0,16,2,0,PIT
163982,2014,0,41,6,0,PIT
163982,2013,1,41,8,0,PIT
2505587,2016,8,584,67,0,DET
2505587,2015,4,789,69,1,SF
2505587,2014,5,1062,83,0,SF
2505587,2013,7,1179,85,0,SF
2539203,2016,2,234,17,0,PIT
497206,2016,2,134,19,1,GB
497206,2015,3,392,43,1,GB
497206,2014,0,140,18,0,GB
497206,2013,1,89,10,0,GB
2555430,2016,0,84,11,0,SEA
2540200,2016,4,256,26,0,MIA
2540200,2015,1,127,18,1,MIA
2540200,2014,2,284,24,0,MIA
2540200,2013,1,32,6,0,MIA
2540225,2015,0,56,4,0,NYJ
2540225,2014,0,30,2,0,NYJ
2540225,2013,0,69,11,0,NYJ
81857,2014,0,50,5,0,NYG
81857,2013,1,199,13,0,DET
81857,2013,1,70,8,0,TB
2552608,2016,3,903,84,0,MIN
2552608,2015,4,720,52,2,MIN
2550617,2016,6,579,35,0,ATL
2550617,2015,0,241,28,1,CLE
2550617,2014,1,621,36,0,CLE
2495893,2016,3,788,59,0,NYJ
2495893,2015,14,1502,109,3,NYJ
2495893,2014,8,721,61,1,CHI
2495893,2013,12,1295,100,0,CHI
2533040,2016,4,653,59,1,ATL
2533040,2015,0,394,33,1,CIN
2533040,2014,5,790,56,0,CIN
2533040,2013,2,455,47,1,CIN
81288,2014,1,295,29,2,MIA
81288,2013,3,326,30,0,MIA
216,2013,1,70,7,0,WAS
2550521,2016,2,118,11,0,PIT
2553737,2016,3,594,48,0,PIT
2507828,2016,0,15,3,0,CHI
2507828,2014,1,78,13,1,WAS
2507828,2013,3,267,28,2,WAS
2543759,2016,0,76,9,0,WAS
2543759,2015,2,268,23,0,WAS
2543759,2014,0,68,7,0,WAS
2495718,2013,3,231,15,1,SEA
2495466,2016,4,319,46,0,NO
2495466,2015,0,405,50,1,NO
2495466,2014,0,145,29,2,NO
2495466,2013,0,68,7,0,NO
2552424,2016,2,528,33,1,IND
2552424,2015,1,225,18,0,IND
2495843,2014,1,254,19,0,TEN
2552430,2016,1,597,41,0,SEA
2552430,2015,6,664,51,0,SEA
2539250,2016,0,408,37,1,SF
2539250,2015,1,394,30,0,SF
2539250,2014,0,44,3,0,SF
2539250,2013,0,34,3,0,SF
2505936,2015,0,20,1,0,NE
2505936,2014,0,148,20,0,ATL
2505936,2013,1,191,33,0,ATL
2532900,2015,2,269,24,0,NE
2532900,2014,0,78,6,0,HOU
2532900,2013,2,253,22,0,HOU
