Player Id,Year,Team,Side
2507596,2013,MIA,Offense
496865,2013,SD,Defense
2539317,2013,MIA,Offense
497328,2013,DEN,Offense
2508080,2013,SEA,Defense
2508132,2013,JAX,Defense
2507162,2013,CLE,Offense
2508121,2013,CAR,Defense
2495353,2013,DEN,Offense
2535687,2013,MIA,Defense
2507141,2013,NO,Offense
2539937,2013,PIT,Defense
2532959,2013,CIN,Defense
2540011,2013,WAS,Offense
2534436,2013,BAL,Offense
2495356,2013,PHI,Defense
2495762,2013,PIT,Defense
2541946,2013,PHI,Offense
2495472,2013,JAX,Offense
2540203,2013,ATL,Offense
237680,2013,IND,Defense
2495425,2013,GB,Offense
2532960,2013,NO,Offense
2530868,2013,MIN,Defense
2530868,2013,NYG,Defense
2541756,2013,BAL,Defense
2540292,2013,GB,Offense
2532961,2013,DEN,Defense
2539334,2013,ATL,Defense
2507277,2013,MIA,Defense
2506921,2013,DET,Defense
2533460,2013,SEA,Offense
71491,2013,TB,Offense
71493,2013,SEA,Offense
2508016,2013,DEN,Defense
2532964,2013,BAL,Defense
71495,2013,BUF,Offense
2539320,2013,NO,Defense
497061,2013,LV,Offense
2541760,2013,NE,Defense
2495473,2013,NE,Offense
494317,2013,TEN,Defense
2533534,2013,MIA,Defense
2504531,2013,PHI,Offense
89814,2013,NE,Offense
2539324,2013,DET,Offense
2532965,2013,NO,Defense
2532966,2013,SEA,Defense
2539340,2013,BAL,Offense
2506314,2013,MIA,Defense
2507488,2013,IND,Defense
2495966,2013,TEN,Offense
2535892,2013,NO,Defense
79657,2013,LV,Defense
1270,2013,PIT,Offense
2507763,2013,MIA,Offense
2505562,2013,GB,Offense
494323,2013,CLE,Defense
2540204,2013,SEA,Offense
2539248,2013,DET,Offense
2539194,2013,TEN,Offense
2539232,2013,CHI,Defense
496959,2013,ARI,Defense
2539242,2013,ARI,Offense
2506122,2013,NO,Offense
496961,2013,TB,Defense
2540206,2013,LV,Offense
2495488,2013,HOU,Defense
2504747,2013,IND,Offense
496963,2013,ATL,Defense
