2495807,2013,1,2,110,IND
2532869,2016,0,3,74,CIN
2532869,2015,0,1,47,CIN
2532869,2014,0,3,74,CIN
2532869,2013,0,1,66,CIN
496843,2013,2,1,27,NYG
2495669,2015,0,3,26,NYG
2495669,2014,1,1,21,NYG
2495669,2013,0,2,37,NYG
2495262,2016,1,1,83,SF
729,2014,0,1,71,KC
729,2013,0.5,1,27,KC
2507843,2016,0,1,86,CIN
2507843,2015,1,1,98,CIN
2507843,2013,4,2,57,CIN
496833,2013,5,1,47,GB
79901,2016,0,1,37,IND
79901,2015,0,4,48,IND
79901,2014,0,4,42,IND
79901,2013,0,1,46,IND
1037852,2015,1.5,1,24,LA
2533060,2016,0,3,46,CIN
2533060,2014,0,3,23,CIN
2533060,2013,1,3,30,CIN
2555277,2016,0,1,51,NYG
1298,2016,0,2,43,PHI
1298,2015,0,2,32,BUF
1298,2014,0,4,48,BUF
1298,2013,0,1,72,BUF
2552573,2016,0,2,31,ATL
1302,2016,0,3,43,DEN
1302,2015,0,3,45,DEN
1302,2014,1,4,64,DEN
1302,2013,0,4,41,NE
2532331,2015,0,1,85,SF
2532331,2014,0,2,87,SF
2539334,2016,2,1,31,ATL
2539334,2015,1,1,42,ATL
2539334,2014,0,3,61,ATL
2539334,2013,0,2,70,ATL
2505583,2015,0,1,31,DET
2505583,2014,0,1,51,DET
2532928,2015,0.5,2,36,HOU
2539978,2013,2,1,57,CHI
2543869,2015,0,1,58,NYG
2543830,2016,2,2,53,CAR
2543830,2014,0,1,26,CAR
2506279,2014,1,2,42,CLE
2506279,2013,0,4,41,BUF
2495504,2016,0,3,51,ARI
2495504,2015,0,2,35,ARI
2495504,2014,1,3,50,ARI
2495504,2013,0,3,42,ARI
2532832,2014,0,1,15,NE
